pair_id,source_id,genre,perturbation,magnitude,score_H,score_T,score_R,score_S,C_geo,C_lin
rock_08::style_swap::swap_same,rock_08,rock,style_swap,nan,0.928717,0.484023,0.790245,0.601052,0.6464780945030582,0.671264
rock_09::control::ctrl,rock_09,rock,control,0.0,1.0,1.0,1.0,0.835722,0.9419342997168308,0.9452406666666666
rock_09::pitch_shift::-4st,rock_09,rock,pitch_shift,-4.0,0.970896,0.535053,0.991098,0.750111,0.7304071510468642,0.7520199999999999
rock_09::pitch_shift::-2st,rock_09,rock,pitch_shift,-2.0,0.981876,0.687841,0.995246,0.80648,0.816669059006979,0.825399
rock_09::pitch_shift::-1st,rock_09,rock,pitch_shift,-1.0,0.973112,0.809441,0.996438,0.786315,0.8524093322031607,0.8562893333333332
rock_09::pitch_shift::+1st,rock_09,rock,pitch_shift,1.0,0.975986,0.835457,0.996031,0.756803,0.8513670639947548,0.856082
rock_09::pitch_shift::+2st,rock_09,rock,pitch_shift,2.0,0.982703,0.741207,0.994194,0.715886,0.8048875710438935,0.8132653333333333
rock_09::pitch_shift::+4st,rock_09,rock,pitch_shift,4.0,0.974613,0.639299,0.990202,0.688116,0.7540485232294508,0.7673426666666665
rock_09::time_stretch::-20pct,rock_09,rock,time_stretch,-20.0,0.997323,0.856981,0.875536,0.786788,0.8761024978025324,0.8803639999999999
rock_09::time_stretch::-10pct,rock_09,rock,time_stretch,-10.0,0.998288,0.865867,0.885962,0.841584,0.8993626266030554,0.901913
rock_09::time_stretch::-5pct,rock_09,rock,time_stretch,-5.0,0.99891,0.896966,0.901117,0.828304,0.9053795905435319,0.90806
rock_09::time_stretch::+5pct,rock_09,rock,time_stretch,5.0,0.999402,0.882233,0.909823,0.790006,0.8864439919280814,0.890547
rock_09::time_stretch::+10pct,rock_09,rock,time_stretch,10.0,0.999302,0.856784,0.890861,0.802457,0.8823955136797215,0.8861809999999999
rock_09::time_stretch::+20pct,rock_09,rock,time_stretch,20.0,0.998284,0.849038,0.883299,0.820346,0.8859164539865707,0.8892226666666666
rock_09::lowpass::lp8000,rock_09,rock,lowpass,8000.0,0.999475,0.43936,0.997746,0.840579,0.7173377105059959,0.7598046666666667
rock_09::lowpass::lp4000,rock_09,rock,lowpass,4000.0,0.999667,0.424054,0.991899,0.692642,0.6646532216527644,0.7054543333333333
rock_09::lowpass::lp2000,rock_09,rock,lowpass,2000.0,0.999496,0.422581,0.984204,0.65258,0.6507910856934749,0.6915523333333333
rock_09::distortion::drv4,rock_09,rock,distortion,4.0,0.999784,0.910738,0.996652,0.810144,0.9035536680017731,0.9068886666666666
rock_09::distortion::drv12,rock_09,rock,distortion,12.0,0.998742,0.662598,0.987667,0.664528,0.7604527585982945,0.7752893333333333
rock_09::distortion::drv32,rock_09,rock,distortion,32.0,0.998787,0.503514,0.959489,0.544301,0.6492936983476805,0.6822006666666667
rock_09::style_swap::swap_cross,rock_09,rock,style_swap,nan,0.891277,0.421292,0.901117,0.627538,0.6176540787173849,0.6467023333333333
rock_09::style_swap::swap_same,rock_09,rock,style_swap,nan,0.956709,0.488897,0.912413,0.642321,0.6697557502250718,0.6959756666666667
rock_10::control::ctrl,rock_10,rock,control,0.0,1.0,1.0,1.0,0.819097,0.9356464592423938,0.939699
rock_10::pitch_shift::-4st,rock_10,rock,pitch_shift,-4.0,0.824539,0.601241,0.957999,0.789798,0.7315745802146846,0.738526
rock_10::pitch_shift::-2st,rock_10,rock,pitch_shift,-2.0,0.870811,0.745049,0.991559,0.812423,0.8077872316010968,0.8094276666666667
rock_10::pitch_shift::-1st,rock_10,rock,pitch_shift,-1.0,0.937895,0.845088,0.834671,0.835789,0.8717345697562426,0.8729239999999999
rock_10::pitch_shift::+1st,rock_10,rock,pitch_shift,1.0,0.939978,0.879705,0.96762,0.859031,0.89225268193812,0.8929046666666667
rock_10::pitch_shift::+2st,rock_10,rock,pitch_shift,2.0,0.864891,0.787447,0.831159,0.811335,0.820592683935951,0.8212243333333333
rock_10::pitch_shift::+4st,rock_10,rock,pitch_shift,4.0,0.80876,0.651624,0.958937,0.791596,0.7472055838155451,0.7506599999999999
rock_10::time_stretch::-20pct,rock_10,rock,time_stretch,-20.0,0.996102,0.844591,0.733444,0.775061,0.8671523031056055,0.871918
rock_10::time_stretch::-10pct,rock_10,rock,time_stretch,-10.0,0.994756,0.877497,0.70571,0.809332,0.8906279221983433,0.8938616666666666
rock_10::time_stretch::-5pct,rock_10,rock,time_stretch,-5.0,0.998186,0.911081,0.852409,0.83153,0.9110638098462162,0.9135989999999999
rock_10::time_stretch::+5pct,rock_10,rock,time_stretch,5.0,0.997527,0.921226,0.726414,0.82969,0.9135568267246477,0.9161476666666666
rock_10::time_stretch::+10pct,rock_10,rock,time_stretch,10.0,0.997108,0.888297,0.743546,0.779143,0.8837020377357719,0.8881826666666666
rock_10::time_stretch::+20pct,rock_10,rock,time_stretch,20.0,0.997989,0.879193,0.780766,0.841336,0.9037739435533165,0.9061726666666666
rock_10::lowpass::lp8000,rock_10,rock,lowpass,8000.0,1.0,0.49346,0.836706,0.810836,0.7368769849429628,0.7680986666666667
rock_10::lowpass::lp4000,rock_10,rock,lowpass,4000.0,0.999973,0.435017,0.829036,0.782794,0.6983085031451922,0.7392613333333333
rock_10::lowpass::lp2000,rock_10,rock,lowpass,2000.0,0.999896,0.429675,0.82086,0.769184,0.6913665860769616,0.7329183333333333
rock_10::distortion::drv4,rock_10,rock,distortion,4.0,0.999914,0.843263,0.96973,0.804215,0.8785489306307939,0.8824639999999999
rock_10::distortion::drv12,rock_10,rock,distortion,12.0,0.998999,0.623722,0.931258,0.790026,0.7895855046245995,0.804249
rock_10::distortion::drv32,rock_10,rock,distortion,32.0,0.997845,0.526536,0.887411,0.696033,0.7151113350859745,0.740138
rock_10::style_swap::swap_cross,rock_10,rock,style_swap,nan,0.883339,0.513896,0.712531,0.632357,0.6596622893571686,0.6765306666666666
rock_10::style_swap::swap_same,rock_10,rock,style_swap,nan,0.915243,0.47905,0.813656,0.553473,0.623741394213534,0.6492553333333333
rock_11::control::ctrl,rock_11,rock,control,0.0,1.0,0.999225,0.999997,0.730712,0.900471233962736,0.909979
rock_11::pitch_shift::-4st,rock_11,rock,pitch_shift,-4.0,0.95426,0.482414,0.93917,0.722407,0.6928238922640222,0.7196936666666667
rock_11::pitch_shift::-2st,rock_11,rock,pitch_shift,-2.0,0.960748,0.612815,0.942562,0.728074,0.754000208865067,0.7672123333333333
rock_11::pitch_shift::-1st,rock_11,rock,pitch_shift,-1.0,0.971009,0.770174,0.99431,0.735652,0.8193978930180205,0.8256116666666666
rock_11::pitch_shift::+1st,rock_11,rock,pitch_shift,1.0,0.967677,0.849975,0.941387,0.721589,0.8403795810526815,0.8464136666666666
